rare_species_id,eol_content_id,eol_page_id,phylum,family,file_path,family_encoded,phylum_encoded,file_type,animal_prob,not_animal_prob,IsAnimal?
093761c7-1130-4673-820e-e8ba1b05b108,20642994,46560177,chordata,dalatiidae,chordata_dalatiidae/20642994_46560177_eol-full-size-copy.jpg,61,1,.jpg,0.7672790288925171,0.23272095620632172,1
34173b57-7adc-413b-b51b-c4145fbce8b2,24577109,46579700,chordata,serranidae,chordata_serranidae/24577109_46579700_eol-full-size-copy.jpg,169,1,.jpg,0.9301077127456665,0.06989232450723648,1
cce03336-6666-4a70-af94-8b87c65f772a,21446702,323892,chordata,callitrichidae,chordata_callitrichidae/21446702_323892_eol-full-size-copy.jpg,29,1,.jpg,0.6443427205085754,0.35565730929374695,1
b94d36f2-dbe6-4c9d-8f56-4e88d5ac5ce8,20153343,46579700,chordata,serranidae,chordata_serranidae/20153343_46579700_eol-full-size-copy.jpg,169,1,.jpg,0.5768483281135559,0.4231516420841217,1
ead7040f-4a6a-4d29-ac5b-6fae12bf874b,8797211,4890709,mollusca,zonitidae,mollusca_zonitidae/8797211_4890709_eol-full-size-copy.jpg,201,4,.jpg,0.8863024711608887,0.11369755864143372,1
86e46283-c37c-4d57-b86e-cee7e247dafd,28214519,1065290,arthropoda,apidae,arthropoda_apidae/28214519_1065290_eol-full-size-copy.jpg,13,0,.jpg,0.6742574572563171,0.3257425129413605,1
8dc3cade-80b1-452c-8226-7b6342a0ed28,29839848,1055105,chordata,phrynosomatidae,chordata_phrynosomatidae/29839848_1055105_eol-full-size-copy.jpg,136,1,.jpg,0.6141942739486694,0.38580575585365295,1
fbe95118-910f-47c7-8240-240984d14ace,22332517,794627,chordata,gavialidae,chordata_gavialidae/22332517_794627_eol-full-size-copy.jpg,82,1,.jpg,0.2656727731227875,0.7343271970748901,0
1a4819b6-1520-4e3e-8e05-09bfc1d1935b,29270482,46559793,chordata,carcharhinidae,chordata_carcharhinidae/29270482_46559793_eol-full-size-copy.jpg,33,1,.jpg,0.5081584453582764,0.49184155464172363,1
a80bf71b-9081-4bcd-b798-a4fbea71823f,22574053,456490,chordata,emydidae,chordata_emydidae/22574053_456490_eol-full-size-copy.jpg,73,1,.jpg,0.4153165817260742,0.5846834778785706,0
77c22934-7d7e-47e4-82b3-5af8e6128791,22888462,45509933,chordata,vireonidae,chordata_vireonidae/22888462_45509933_eol-full-size-copy.jpg,199,1,.jpg,0.7867969274520874,0.2132030725479126,1
40fd3707-3b70-4c1f-9a54-f1cae4e1a79f,20992354,47363970,chordata,strigidae,chordata_strigidae/20992354_47363970_eol-full-size-copy.jpg,180,1,.jpg,0.7615280747413635,0.2384718954563141,1
7e07f3fa-b30e-4f39-b1ce-4bd8b4cd7461,20944378,1065125,chordata,anatidae,chordata_anatidae/20944378_1065125_eol-full-size-copy.jpg,10,1,.jpg,0.8126667737960815,0.18733325600624084,1
23fde448-2ce5-496b-9c36-8fec41a6d7e3,20963635,128419,chordata,potoroidae,chordata_potoroidae/20963635_128419_eol-full-size-copy.jpg,148,1,.jpg,0.7745480537414551,0.22545191645622253,1
6a5f578c-a955-48a8-b7bc-e70e18e2a778,20240172,1056843,chordata,colubridae,chordata_colubridae/20240172_1056843_eol-full-size-copy.jpg,50,1,.jpg,0.6843773126602173,0.3156226575374603,1
7f07e7ac-2cb1-43f2-b7c4-af5b3a8b4a23,22410736,46577312,chordata,scombridae,chordata_scombridae/22410736_46577312_eol-full-size-copy.jpg,168,1,.jpg,0.6315308809280396,0.3684691786766052,1
579f484c-c999-40fa-a6d5-118fcf134885,28669200,330971,chordata,salamandridae,chordata_salamandridae/28669200_330971_eol-full-size-copy.jpg,163,1,.jpg,0.9194288849830627,0.08057112991809845,1
3817b825-3ae8-4f7c-a23c-96c2a7cc2438,28754839,1178056,chordata,psittacidae,chordata_psittacidae/28754839_1178056_eol-full-size-copy.jpg,152,1,.jpg,0.9512762427330017,0.04872376099228859,1
33378059-3198-419e-bb0d-6e1d7f2dc137,14109814,45276971,cnidaria,euphylliidae,cnidaria_euphylliidae/14109814_45276971_eol-full-size-copy.jpg,76,2,.jpg,0.6963984370231628,0.30360153317451477,1
e87b4386-f5cb-46a0-80c7-17652d2fd02e,29935021,46582216,chordata,latimeriidae,chordata_latimeriidae/29935021_46582216_eol-full-size-copy.jpg,105,1,.jpg,0.9566972851753235,0.04330269619822502,1
2b8b1efb-2847-4411-9178-cb0208e2fad5,20912062,46560360,chordata,pristidae,chordata_pristidae/20912062_46560360_eol-full-size-copy.jpg,149,1,.jpg,0.4918324947357178,0.5081675052642822,0
2cc29b15-38e2-49a4-80b4-913d0964adf6,8751606,1041309,arthropoda,triopsidae,arthropoda_triopsidae/8751606_1041309_eol-full-size-copy.jpg,188,0,.jpg,0.4219881594181061,0.5780118703842163,0
49a7b875-11a8-46fc-98d0-0e663e1236fd,29037814,46559790,chordata,carcharhinidae,chordata_carcharhinidae/29037814_46559790_eol-full-size-copy.jpg,33,1,.jpg,0.5051982402801514,0.49480170011520386,1
8a9191fd-11a5-4763-a841-e3f93e16a04b,30009013,914532,chordata,anatidae,chordata_anatidae/30009013_914532_eol-full-size-copy.jpg,10,1,.jpg,0.6904457807540894,0.30955421924591064,1
46779f09-0fbb-4512-a399-b7bd69f159b8,21548293,1049155,chordata,ciconiidae,chordata_ciconiidae/21548293_1049155_eol-full-size-copy.jpg,48,1,.jpg,0.5627116560935974,0.43728840351104736,1
5aadb8b4-0e51-4b74-a8ab-a775a1d9c389,28475674,1057163,chordata,dactyloidae,chordata_dactyloidae/28475674_1057163_eol-full-size-copy.jpg,60,1,.jpg,0.8075893521308899,0.1924106925725937,1
cac1a273-d03f-461d-a79a-73a39367f8e5,29364517,460289,arthropoda,formicidae,arthropoda_formicidae/29364517_460289_eol-full-size-copy.jpg,79,0,.jpg,0.7406696081161499,0.2593303620815277,1
